MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,BORO_CD,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED
2019 / 11,Brooklyn,3,08,308,2645.7,270.4,247.2
2019 / 11,Brooklyn,3,09,309,2942.1,267.6,240.6
2019 / 11,Brooklyn,3,10,310,3138,453.8,420.2
2019 / 11,Brooklyn,3,11,311,4792.9,535.7,479.9
2019 / 11,Brooklyn,3,12,312,6115.9,607.2,394.2
2019 / 11,Brooklyn,3,13,313,1928.4,167.4,212.6
2019 / 11,Brooklyn,3,14,314,4529.2,450.8,373.2
2019 / 11,Brooklyn,3,15,315,4408,524.9,444.7
2019 / 11,Brooklyn,3,16,316,2013.6,98.3,152.5
2019 / 11,Brooklyn,3,17,317,4139.4,278.2,396.7
2019 / 11,Brooklyn,3,18,318,5132.6,497.6,541.5
2019 / 11,Queens,4,01,401,3921.5,572.6,587.3
2019 / 11,Queens,4,02,402,2882.9,393.6,368.9
2019 / 11,Queens,4,03,403,4719.3,331.9,438.8
2019 / 11,Queens,4,04,404,3961.7,298.4,394.8
2019 / 11,Queens,4,05,405,4718.6,572,671.4
2019 / 11,Queens,4,06,406,2718.8,385.2,340.6
2019 / 11,Queens,4,07,407,6173.1,749.6,667
2019 / 11,Queens,4,08,408,3465.6,417.9,362.3
2019 / 11,Queens,4,09,409,3659.9,397.8,480.3
2019 / 11,Queens,4,10,410,3577.7,331.4,441.9
2019 / 11,Queens,4,11,411,2759.6,422.5,380.8
2019 / 11,Queens,4,12,412,5998.8,404.2,743.1
2019 / 11,Queens,4,13,413,4853.4,417.2,718.4
2019 / 11,Queens,4,14,414,2679.6,223,240.5
2019 / 11,Staten Island,5,01,501,4607.8,544.1,579.3
2019 / 11,Staten Island,5,02,502,3918,471.6,443.8
2019 / 11,Staten Island,5,03,503,5287.5,665.9,629.2
2019 / 10,Manhattan,1,01,101,1481.4,442.6,265.6
2019 / 10,Manhattan,1,02,102,2019.5,540,364
2019 / 10,Manhattan,1,03,103,3076.6,372.9,333.9
2019 / 10,Manhattan,1,04,104,2486,529.8,417.7
2019 / 10,Manhattan,1,05,105,1371.3,342.9,212.3
2019 / 10,Manhattan,1,06,106,3064.6,643,459.2
2019 / 10,Manhattan,1,07,107,4967.3,1188.1,803.7
2019 / 10,Manhattan,1,08,108,5618.1,1322.9,868.6
2019 / 10,Manhattan,1,09,109,2269.9,264.2,265.2
2019 / 10,Manhattan,1,10,110,2706.1,287.6,275.2
2019 / 10,Manhattan,1,11,111,2363.3,243.5,212.5
2019 / 10,Manhattan,1,12,112,4868,493.1,550.2
2019 / 10,Bronx,2,01,201,2022.5,115.9,144.7
2019 / 10,Bronx,2,02,202,1564.3,116.5,154.2
2019 / 10,Bronx,2,03,203,1970,132.9,227.3
2019 / 10,Bronx,2,04,204,4013.7,230.3,369.4
2019 / 10,Bronx,2,05,205,3458.7,193.3,326.3
2019 / 10,Bronx,2,06,206,2232.9,152.9,227.1
2019 / 10,Bronx,2,07,207,3711.5,284,482.3
2019 / 10,Bronx,2,08,208,2380.2,352.9,389.8
2019 / 10,Bronx,2,09,209,3859.8,216.5,351.9
2019 / 10,Bronx,2,10,210,2569,294.7,414.2
2019 / 10,Bronx,2,11,211,3116.7,285.7,353.4
2019 / 10,Bronx,2,12,212,3807.7,363.7,580.1
2019 / 10,Brooklyn,3,01,301,5761,695.6,534
2019 / 10,Brooklyn,3,02,302,2671,568.8,422.4
2019 / 10,Brooklyn,3,03,303,4107.8,415.3,394.4
2019 / 10,Brooklyn,3,04,304,3124.1,282.4,373.5
2019 / 10,Brooklyn,3,05,305,4754.6,263.1,430.8
2019 / 10,Brooklyn,3,06,306,2171.1,590.7,426.6
2019 / 10,Brooklyn,3,07,307,3342.5,418.4,415.4
2019 / 10,Brooklyn,3,08,308,2720.1,324.7,293.3
2019 / 10,Brooklyn,3,09,309,3247.8,282.1,242
2019 / 10,Brooklyn,3,10,310,3358.3,493.8,456.6
2019 / 10,Brooklyn,3,11,311,5142.4,583.7,539.1
2019 / 10,Brooklyn,3,12,312,6687.2,662,478.5
2019 / 10,Brooklyn,3,13,313,2105,181.4,230.9
2019 / 10,Brooklyn,3,14,314,4931.5,471.6,393.6
2019 / 10,Brooklyn,3,15,315,4909.5,590.1,515.5
2019 / 10,Brooklyn,3,16,316,2151,108.3,163.8
2019 / 10,Brooklyn,3,17,317,4441.1,301.6,446.5
2019 / 10,Brooklyn,3,18,318,5634.5,542.8,605.3
2019 / 10,Queens,4,01,401,4151.5,635.2,648.3
2019 / 10,Queens,4,02,402,3053.7,450.2,409.9
2019 / 10,Queens,4,03,403,5031.1,379.1,491.8
2019 / 10,Queens,4,04,404,4120.4,333.4,459.3
2019 / 10,Queens,4,05,405,4830.3,638.5,728.7
2019 / 10,Queens,4,06,406,2927.8,419.3,371.6
2019 / 10,Queens,4,07,407,6619.9,799.1,739
2019 / 10,Queens,4,08,408,3825.4,456.9,409.9
2019 / 10,Queens,4,09,409,3996.1,455.6,543.3
2019 / 10,Queens,4,10,410,3957.9,381,497
2019 / 10,Queens,4,11,411,2963.1,469.8,443
2019 / 10,Queens,4,12,412,6906.6,469.6,841.5
2019 / 10,Queens,4,13,413,5368.5,490.2,794.7
2019 / 10,Queens,4,14,414,2942.2,254,272.8
2019 / 10,Staten Island,5,01,501,5142.1,593.9,670.8
2019 / 10,Staten Island,5,02,502,4345.5,554.3,531.9
2019 / 10,Staten Island,5,03,503,5792.1,748.2,718.4
2019 / 09,Manhattan,1,01,101,1356.6,428.5,240.5
2019 / 09,Manhattan,1,02,102,1818.8,476.4,308.7
2019 / 09,Manhattan,1,03,103,3012.7,337.8,287.5
2019 / 09,Manhattan,1,04,104,2304.3,496,361
2019 / 09,Manhattan,1,05,105,1279.8,288.2,164.7
2019 / 09,Manhattan,1,06,106,2763.2,561.5,378.2
2019 / 09,Manhattan,1,07,107,4571,1119.1,730.4
2019 / 09,Manhattan,1,08,108,4958.2,1200.4,721.8
2019 / 09,Manhattan,1,09,109,2128.4,285.1,243.6
2019 / 09,Manhattan,1,10,110,2560.7,250.9,236.8
2019 / 09,Manhattan,1,11,111,2243.4,208.1,173.8
2019 / 09,Manhattan,1,12,112,4554.7,416.5,460.3
2019 / 09,Bronx,2,01,201,1959.3,111.1,135.1
2019 / 09,Bronx,2,02,202,1442,94.4,133.8
2019 / 09,Bronx,2,03,203,1857.2,114.8,193.2
2019 / 09,Bronx,2,04,204,3885.6,216.5,347.5
2019 / 09,Bronx,2,05,205,3299.1,166.4,305
2019 / 09,Bronx,2,06,206,2209.1,122.6,180.5
2019 / 09,Bronx,2,07,207,3548.4,244.7,438.5
2019 / 09,Bronx,2,08,208,2188,306.2,340
2019 / 09,Bronx,2,09,209,3673.3,190.3,317.4
2019 / 09,Bronx,2,10,210,2382.8,255.8,383.8
2019 / 09,Bronx,2,11,211,2951.2,251.7,319.7
2019 / 09,Bronx,2,12,212,3567.6,322.3,547
2019 / 09,Brooklyn,3,01,301,5272.8,661.7,470.2
2019 / 09,Brooklyn,3,02,302,2435.2,506.8,372.5
2019 / 09,Brooklyn,3,03,303,3998.2,382.1,359.5
2019 / 09,Brooklyn,3,04,304,3018.1,280.3,368.2
2019 / 09,Brooklyn,3,05,305,4468.6,227.9,400
2019 / 09,Brooklyn,3,06,306,2036.9,532.6,391.4
2019 / 09,Brooklyn,3,07,307,3084.6,398.5,381.1
2019 / 09,Brooklyn,3,08,308,2601.9,289.2,275.2
2019 / 09,Brooklyn,3,09,309,2946.9,261.9,218.2
2019 / 09,Brooklyn,3,10,310,3160.6,457.1,424.1
2019 / 09,Brooklyn,3,11,311,4860.9,537.8,488
2019 / 09,Brooklyn,3,12,312,6128.5,657.2,419.1
2019 / 09,Brooklyn,3,13,313,1976.3,164.9,209.1
2019 / 09,Brooklyn,3,14,314,4637.7,486.4,374.1
2019 / 09,Brooklyn,3,15,315,4520,569.2,470.5
2019 / 09,Brooklyn,3,16,316,2063.8,89,160.8
2019 / 09,Brooklyn,3,17,317,4367.3,280.3,432.9
2019 / 09,Brooklyn,3,18,318,5561,510.8,593.4
2019 / 09,Queens,4,01,401,3790.5,555.5,585.4
2019 / 09,Queens,4,02,402,2866.9,404,365.5
2019 / 09,Queens,4,03,403,4771.7,342.7,448.3
2019 / 09,Queens,4,04,404,3933.2,303.6,409.4
2019 / 09,Queens,4,05,405,4534.4,580.4,687.3
2019 / 09,Queens,4,06,406,2730,397.6,339.2
2019 / 09,Queens,4,07,407,6163.2,731.9,672.4
2019 / 09,Queens,4,08,408,3557.2,435.3,375.1
2019 / 09,Queens,4,09,409,3718.2,427.9,510.2
2019 / 09,Queens,4,10,410,3682.8,355.4,483.4
2019 / 09,Queens,4,11,411,2787.2,428.2,397.1
2019 / 09,Queens,4,12,412,6808.7,444.3,795.1
2019 / 09,Queens,4,13,413,5206.3,460.5,756.4
2019 / 09,Queens,4,14,414,2848.1,243.9,264.7
2019 / 09,Staten Island,5,01,501,5032.6,559.1,648.6
2019 / 09,Staten Island,5,02,502,4239.6,502.6,501
2019 / 09,Staten Island,5,03,503,5506.4,662,671.8
2019 / 08,Manhattan,1,01,101,1348.4,425.3,266.3
2019 / 08,Manhattan,1,02,102,1819.4,412.1,295.7
2019 / 08,Manhattan,1,03,103,3123.8,377.1,342.4
2019 / 08,Manhattan,1,04,104,2356.8,557.6,435.3
2019 / 08,Manhattan,1,05,105,1305.5,275.8,174.3
2019 / 08,Manhattan,1,06,106,2850.9,632,456.9
2019 / 08,Manhattan,1,07,107,4524.5,1093.8,758.5
2019 / 08,Manhattan,1,08,108,4786.4,1133.5,755
2019 / 08,Manhattan,1,09,109,2233.5,324.7,299.3
2019 / 08,Manhattan,1,10,110,2738.3,278.5,269.5
2019 / 08,Manhattan,1,11,111,2277.5,210.3,184.4
2019 / 08,Manhattan,1,12,112,4770.9,477.5,521.5
2019 / 08,Bronx,2,01,201,2096,115.5,142.3
2019 / 08,Bronx,2,02,202,1576.1,126.8,180.2
2019 / 08,Bronx,2,03,203,1997.8,112.5,196.5
2019 / 08,Bronx,2,04,204,4155,241.3,358.5
2019 / 08,Bronx,2,05,205,3600.9,194.3,325.4
2019 / 08,Bronx,2,06,206,2322.9,131.1,186.2
2019 / 08,Bronx,2,07,207,3812.8,274.6,472.2
2019 / 08,Bronx,2,08,208,2286.6,311.1,356.8
2019 / 08,Bronx,2,09,209,3885,227.9,372.2
2019 / 08,Bronx,2,10,210,2568.6,304.8,434.1
2019 / 08,Bronx,2,11,211,3153.7,294.3,369.1
2019 / 08,Bronx,2,12,212,3999.2,376.1,623.5
2019 / 08,Brooklyn,3,01,301,4698.4,622.5,503.6
2019 / 08,Brooklyn,3,02,302,2509.6,524.5,390.1
2019 / 08,Brooklyn,3,03,303,3978.4,359.8,384.9
2019 / 08,Brooklyn,3,04,304,3219.5,293.9,409.1
2019 / 08,Brooklyn,3,05,305,4909.3,257.5,427.9
2019 / 08,Brooklyn,3,06,306,2046,536.1,403.3
2019 / 08,Brooklyn,3,07,307,3263.2,399.4,408.1
2019 / 08,Brooklyn,3,08,308,2702.2,269.6,268
2019 / 08,Brooklyn,3,09,309,3012.9,282.7,254.8
2019 / 08,Brooklyn,3,10,310,3224.5,475.4,447.8
2019 / 08,Brooklyn,3,11,311,4960,577,535.7
2019 / 08,Brooklyn,3,12,312,4959,543.6,382.8
2019 / 08,Brooklyn,3,13,313,2016.2,181.1,236.1
2019 / 08,Brooklyn,3,14,314,4611.4,434.9,377.9
2019 / 08,Brooklyn,3,15,315,4273.1,517.6,473.7
2019 / 08,Brooklyn,3,16,316,2197.8,113.8,187.3
2019 / 08,Brooklyn,3,17,317,4727.7,318.4,480.8
2019 / 08,Brooklyn,3,18,318,5912.6,552,668.3
2019 / 08,Queens,4,01,401,3941.7,578.4,614.5
2019 / 08,Queens,4,02,402,3050.4,424.6,401.9
2019 / 08,Queens,4,03,403,5224.6,385.7,502.8
2019 / 08,Queens,4,04,404,4164.5,344.3,449.8
2019 / 08,Queens,4,05,405,4719.6,605.8,750.9
2019 / 08,Queens,4,06,406,2873.6,416.2,377.2
2019 / 08,Queens,4,07,407,6668.8,796.6,742.3
2019 / 08,Queens,4,08,408,3744,468.3,426.2
2019 / 08,Queens,4,09,409,4037.3,440,559.4
2019 / 08,Queens,4,10,410,4007.7,370.7,527.8
2019 / 08,Queens,4,11,411,2947.4,442.7,420.2
2019 / 08,Queens,4,12,412,7549.2,509.9,924.1
2019 / 08,Queens,4,13,413,5638.6,518.7,896.6
2019 / 08,Queens,4,14,414,3124.8,283.4,322.3
2019 / 08,Staten Island,5,01,501,5401.8,614.6,724.3
2019 / 08,Staten Island,5,02,502,4453.2,542,544.4
2019 / 08,Staten Island,5,03,503,5757.2,731.6,756.4
2019 / 07,Manhattan,1,01,101,1366.7,362,220.7
2019 / 07,Manhattan,1,02,102,1874.7,459.8,335.6
2019 / 07,Manhattan,1,03,103,3211.1,336.2,312.2
2019 / 07,Manhattan,1,04,104,2418.8,481.1,375.5
2019 / 07,Manhattan,1,05,105,1295.5,293.7,186.8
2019 / 07,Manhattan,1,06,106,2891.5,533.4,381.7
2019 / 07,Manhattan,1,07,107,4643.9,1025.1,726.1
2019 / 07,Manhattan,1,08,108,4858.7,1081.2,723.5
2019 / 07,Manhattan,1,09,109,2273.9,249.5,251.4
2019 / 07,Manhattan,1,10,110,2817.5,274.9,275.8
2019 / 07,Manhattan,1,11,111,2292.6,236.2,211.5
2019 / 07,Manhattan,1,12,112,4971.4,473.7,529.9
2019 / 07,Bronx,2,01,201,2143.2,127.8,167.2
2019 / 07,Bronx,2,02,202,1593.5,106,141.9
2019 / 07,Bronx,2,03,203,2107.2,140.4,235.3
2019 / 07,Bronx,2,04,204,4278.4,261.8,386.9
2019 / 07,Bronx,2,05,205,3640.2,214.1,351.1
2019 / 07,Bronx,2,06,206,2416.9,170.2,233.9
2019 / 07,Bronx,2,07,207,3991.4,313.5,478.7
2019 / 07,Bronx,2,08,208,2422.1,352.5,394.7
2019 / 07,Bronx,2,09,209,4055.1,229.2,366.2
2019 / 07,Bronx,2,10,210,2698.1,302.1,445.2
2019 / 07,Bronx,2,11,211,3285.1,304.9,375.6
2019 / 07,Bronx,2,12,212,4238.1,403.9,660.5
2019 / 07,Brooklyn,3,01,301,4735.6,565.3,483
2019 / 07,Brooklyn,3,02,302,2544.4,504.1,403.1
2019 / 07,Brooklyn,3,03,303,4227.8,382.6,409.6
2019 / 07,Brooklyn,3,04,304,3380.6,282.7,402.6
2019 / 07,Brooklyn,3,05,305,5283,296.5,474.4
2019 / 07,Brooklyn,3,06,306,2164.1,524.2,412.6
2019 / 07,Brooklyn,3,07,307,3467.1,439.9,426.4
2019 / 07,Brooklyn,3,08,308,2908.2,321.6,314.1
2019 / 07,Brooklyn,3,09,309,3120.3,266.5,245.1
2019 / 07,Brooklyn,3,10,310,3408.4,517.5,474
2019 / 07,Brooklyn,3,11,311,5271.5,608.4,552.5
2019 / 07,Brooklyn,3,12,312,5065.1,524.3,374.1
2019 / 07,Brooklyn,3,13,313,2181.9,191.5,243.3
2019 / 07,Brooklyn,3,14,314,4831.1,472.7,398.2
2019 / 07,Brooklyn,3,15,315,4488.3,549.9,505.3
2019 / 07,Brooklyn,3,16,316,2415.4,109.5,175.3
2019 / 07,Brooklyn,3,17,317,5071.4,331.2,495.3
2019 / 07,Brooklyn,3,18,318,6280.9,578.2,665
2019 / 07,Queens,4,01,401,4208,638,666.1
2019 / 07,Queens,4,02,402,3230.2,451.4,418.9
2019 / 07,Queens,4,03,403,5456.7,390.4,495.9
2019 / 07,Queens,4,04,404,4383.3,366.5,438.3
2019 / 07,Queens,4,05,405,5035.1,618.6,748
2019 / 07,Queens,4,06,406,3019.5,417.5,367.5
2019 / 07,Queens,4,07,407,7054.6,825.8,772.4
2019 / 07,Queens,4,08,408,4006.6,463.7,423.9
2019 / 07,Queens,4,09,409,4271.1,486.2,583.9
2019 / 07,Queens,4,10,410,4311.2,391.9,571.9
2019 / 07,Queens,4,11,411,3151,488.7,466.1
2019 / 07,Queens,4,12,412,7905.4,513.6,966.2
2019 / 07,Queens,4,13,413,6015.4,503.1,933.3
2019 / 07,Queens,4,14,414,3371.7,261.7,318.5
2019 / 07,Staten Island,5,01,501,5731.4,652.9,765.8
2019 / 07,Staten Island,5,02,502,4784.8,571.6,581
2019 / 07,Staten Island,5,03,503,6319.7,788.6,799
2019 / 06,Manhattan,1,01,101,1413.1,435.8,254.5
2019 / 06,Manhattan,1,02,102,1905.2,494.2,340.4
2019 / 06,Manhattan,1,03,103,3005.1,343.4,312.9
2019 / 06,Manhattan,1,04,104,2391.6,527.5,392
2019 / 06,Manhattan,1,05,105,1337.6,289.8,169.6
2019 / 06,Manhattan,1,06,106,2889.6,584.5,413.5
2019 / 06,Manhattan,1,07,107,4801.9,1188.6,796.8
2019 / 06,Manhattan,1,08,108,5203.7,1234.4,811.6
2019 / 06,Manhattan,1,09,109,2244.3,294.6,276.1
2019 / 06,Manhattan,1,10,110,2734,265.9,253.6
2019 / 06,Manhattan,1,11,111,2353.6,222.4,197.2
2019 / 06,Manhattan,1,12,112,4724.2,446.1,482.5
2019 / 06,Bronx,2,01,201,1952.2,122.7,146.2
2019 / 06,Bronx,2,02,202,1476.7,108.2,147.5
2019 / 06,Bronx,2,03,203,1881.1,118.8,185.3
2019 / 06,Bronx,2,04,204,4016,247.5,367.9
2019 / 06,Bronx,2,05,205,3461.2,213,329.4
2019 / 06,Bronx,2,06,206,2210.8,145.2,191.3
2019 / 06,Bronx,2,07,207,3667.6,283.8,452.1
2019 / 06,Bronx,2,08,208,2285.3,327.6,359.8
2019 / 06,Bronx,2,09,209,3949.1,240.9,378.7
2019 / 06,Bronx,2,10,210,2644.9,307.1,452.4
2019 / 06,Bronx,2,11,211,3057,301.1,365.6
2019 / 06,Bronx,2,12,212,3852.6,381.9,611.9
2019 / 06,Brooklyn,3,01,301,5579.2,644.9,485.7
2019 / 06,Brooklyn,3,02,302,2575,558,406.9
2019 / 06,Brooklyn,3,03,303,4183.5,357.7,365
2019 / 06,Brooklyn,3,04,304,3187.5,295,385.9
2019 / 06,Brooklyn,3,05,305,4904.1,259.6,421.7
2019 / 06,Brooklyn,3,06,306,2210.1,588.3,438
2019 / 06,Brooklyn,3,07,307,3374.7,451.8,418.6
2019 / 06,Brooklyn,3,08,308,2718.9,297.9,277.7
2019 / 06,Brooklyn,3,09,309,3048.6,274.8,231.6
2019 / 06,Brooklyn,3,10,310,3345.9,517.6,468.1
2019 / 06,Brooklyn,3,11,311,5171.8,641,542.4
2019 / 06,Brooklyn,3,12,312,6307.3,656.5,445.2
2019 / 06,Brooklyn,3,13,313,2109.8,187.3,223.2
2019 / 06,Brooklyn,3,14,314,4867.6,527.6,415.5
2019 / 06,Brooklyn,3,15,315,4657.1,605.9,514.6
2019 / 06,Brooklyn,3,16,316,2198.3,114.2,166.3
2019 / 06,Brooklyn,3,17,317,4651.4,324.8,459.1
2019 / 06,Brooklyn,3,18,318,6038.7,584.1,654.8
2019 / 06,Queens,4,01,401,3994.2,631.8,640.9
2019 / 06,Queens,4,02,402,3010,438.7,384.8
2019 / 06,Queens,4,03,403,5096.3,385.4,478.8
2019 / 06,Queens,4,04,404,4091.6,349,410.3
2019 / 06,Queens,4,05,405,4973.7,648.2,742.6
2019 / 06,Queens,4,06,406,2840.9,420.6,357.2
2019 / 06,Queens,4,07,407,6734.4,842.7,775.5
2019 / 06,Queens,4,08,408,3865.6,475.4,424.7
2019 / 06,Queens,4,09,409,4128.9,498,569
2019 / 06,Queens,4,10,410,4176.4,407.1,565.9
2019 / 06,Queens,4,11,411,3130.8,490.5,463.4
2019 / 06,Queens,4,12,412,7505.4,494.3,929.6
2019 / 06,Queens,4,13,413,5757.4,517.7,888.7
2019 / 06,Queens,4,14,414,3168.4,286.5,302.1
2019 / 06,Staten Island,5,01,501,5423.9,667.8,772.7
2019 / 06,Staten Island,5,02,502,4692.7,601.5,586.7
2019 / 06,Staten Island,5,03,503,6315.7,805.1,825.6
2019 / 05,Manhattan,1,01,101,1470.5,446.5,266.3
2019 / 05,Manhattan,1,02,102,2081.7,477.5,345.6
2019 / 05,Manhattan,1,03,103,3184.7,369,356.5
2019 / 05,Manhattan,1,04,104,2516,577.6,446.9
2019 / 05,Manhattan,1,05,105,1404.7,308.3,198
2019 / 05,Manhattan,1,06,106,3033.4,649.9,471.7
2019 / 05,Manhattan,1,07,107,5070.3,1174,798
2019 / 05,Manhattan,1,08,108,5471.1,1291.8,859.1
2019 / 05,Manhattan,1,09,109,2450.7,306.8,302.2
2019 / 05,Manhattan,1,10,110,2885.6,295.7,291.3
2019 / 05,Manhattan,1,11,111,2493.1,235.1,206.9
2019 / 05,Manhattan,1,12,112,4988.8,495.1,550.9
2019 / 05,Bronx,2,01,201,1987.2,109.4,131.7
2019 / 05,Bronx,2,02,202,1538.6,115.2,183
2019 / 05,Bronx,2,03,203,1985.8,127.7,195.9
2019 / 05,Bronx,2,04,204,4096.8,237.8,329
2019 / 05,Bronx,2,05,205,3563.7,193.3,306
2019 / 05,Bronx,2,06,206,2334.8,153.8,211.1
2019 / 05,Bronx,2,07,207,3829.8,285.2,456.6
2019 / 05,Bronx,2,08,208,2419.5,324.3,352.3
2019 / 05,Bronx,2,09,209,4127,227.5,358.1
2019 / 05,Bronx,2,10,210,2761.1,307.3,448.3
2019 / 05,Bronx,2,11,211,3266.2,290.8,367.5
2019 / 05,Bronx,2,12,212,4065.5,378.6,581.8
2019 / 05,Brooklyn,3,01,301,5545.3,695.6,513.3
2019 / 05,Brooklyn,3,02,302,2653.4,533.2,423.4
2019 / 05,Brooklyn,3,03,303,4330.7,384,364.5
2019 / 05,Brooklyn,3,04,304,3217.8,271.1,362.1
2019 / 05,Brooklyn,3,05,305,5058.7,258.8,435.8
2019 / 05,Brooklyn,3,06,306,2318,581.1,451.9
2019 / 05,Brooklyn,3,07,307,3446.3,403.7,411.2
2019 / 05,Brooklyn,3,08,308,2848.7,280.9,265
2019 / 05,Brooklyn,3,09,309,3127.3,290.4,264
2019 / 05,Brooklyn,3,10,310,3465.1,491.2,466.7
2019 / 05,Brooklyn,3,11,311,5306.4,594.8,549.5
2019 / 05,Brooklyn,3,12,312,6471.8,708.7,492.3
2019 / 05,Brooklyn,3,13,313,2196.9,196.4,244.9
2019 / 05,Brooklyn,3,14,314,5018.9,464.6,379.7
2019 / 05,Brooklyn,3,15,315,4839.5,586.1,524.7
2019 / 05,Brooklyn,3,16,316,2179.4,119.5,181.2
2019 / 05,Brooklyn,3,17,317,4697,305.5,455.9
2019 / 05,Brooklyn,3,18,318,6118.8,556.3,654.8
2019 / 05,Queens,4,01,401,4249.1,586.1,622.6
2019 / 05,Queens,4,02,402,3133.7,421.2,392.5
2019 / 05,Queens,4,03,403,5362.9,387.8,498.1
2019 / 05,Queens,4,04,404,4252.6,344.3,427
2019 / 05,Queens,4,05,405,5143.7,617.1,738.3
2019 / 05,Queens,4,06,406,2978.6,420.9,367.4
2019 / 05,Queens,4,07,407,6925.1,800,746
2019 / 05,Queens,4,08,408,3980.8,471,415.3
2019 / 05,Queens,4,09,409,4271.8,435,532.2
2019 / 05,Queens,4,10,410,4259.9,378.7,516.4
2019 / 05,Queens,4,11,411,3228.4,464.3,447.2
2019 / 05,Queens,4,12,412,7717.8,473.8,875.6
2019 / 05,Queens,4,13,413,5915.9,518.4,817.2
2019 / 05,Queens,4,14,414,3220.2,262.3,284.7
2019 / 05,Staten Island,5,01,501,5710.2,620.9,702.1
2019 / 05,Staten Island,5,02,502,4994.5,566.4,560.3
2019 / 05,Staten Island,5,03,503,6938.4,833.7,833.4
2019 / 04,Manhattan,1,01,101,1390.6,380.2,230.8
2019 / 04,Manhattan,1,02,102,1959.7,473.2,343.6
2019 / 04,Manhattan,1,03,103,2978.7,289.4,293.5
2019 / 04,Manhattan,1,04,104,2394.8,465.4,360
2019 / 04,Manhattan,1,05,105,1322.7,288.9,185.1
2019 / 04,Manhattan,1,06,106,2879.2,520.3,388.8
2019 / 04,Manhattan,1,07,107,4867.4,1094.8,779.1
2019 / 04,Manhattan,1,08,108,5357.7,1172.6,795.1
2019 / 04,Manhattan,1,09,109,2230.2,238.3,243.3
2019 / 04,Manhattan,1,10,110,2693.7,256,252.6
2019 / 04,Manhattan,1,11,111,2348.2,206.4,183.8
2019 / 04,Manhattan,1,12,112,4778.3,418.2,479.7
2019 / 04,Bronx,2,01,201,1995.2,133.3,158
2019 / 04,Bronx,2,02,202,1504.6,92.6,145.2
2019 / 04,Bronx,2,03,203,1938.3,128,196.4
2019 / 04,Bronx,2,04,204,4078.5,247.7,363.7
2019 / 04,Bronx,2,05,205,3513.2,207.9,329.1
2019 / 04,Bronx,2,06,206,2246,144.8,195.8
2019 / 04,Bronx,2,07,207,3786.6,267.2,450.4
2019 / 04,Bronx,2,08,208,2349.8,323.3,367.4
2019 / 04,Bronx,2,09,209,3813.8,209,339.5
2019 / 04,Bronx,2,10,210,2518.5,289.4,402.5
2019 / 04,Bronx,2,11,211,2996.9,287.2,335.8
2019 / 04,Bronx,2,12,212,3734,366.3,559.1
2019 / 04,Brooklyn,3,01,301,5724.9,613.4,468.9
2019 / 04,Brooklyn,3,02,302,2456.1,493.9,376.7
2019 / 04,Brooklyn,3,03,303,4210.9,354.7,362.4
2019 / 04,Brooklyn,3,04,304,3038.9,252.6,349.1
2019 / 04,Brooklyn,3,05,305,4622.6,250,392.5
2019 / 04,Brooklyn,3,06,306,2186.4,538.6,408.2
2019 / 04,Brooklyn,3,07,307,3227,406.9,387.7
2019 / 04,Brooklyn,3,08,308,2697.4,299.4,272.3
2019 / 04,Brooklyn,3,09,309,3028.6,246,220
2019 / 04,Brooklyn,3,10,310,3210.6,471.9,421
2019 / 04,Brooklyn,3,11,311,4924.7,565.7,502.5
2019 / 04,Brooklyn,3,12,312,6412,653.9,429.4
2019 / 04,Brooklyn,3,13,313,2054.6,182.2,216.7
2019 / 04,Brooklyn,3,14,314,4903,483.2,390.6
2019 / 04,Brooklyn,3,15,315,4477.6,571.2,492
2019 / 04,Brooklyn,3,16,316,2126.4,98.1,138.2
2019 / 04,Brooklyn,3,17,317,4414.2,296.3,406.4
2019 / 04,Brooklyn,3,18,318,5531,537.5,559.7
2019 / 04,Queens,4,01,401,3989.5,587.5,636.5
2019 / 04,Queens,4,02,402,2959.7,397.9,384.4
2019 / 04,Queens,4,03,403,4971.7,334.3,448.7
2019 / 04,Queens,4,04,404,3923.7,301.6,391.7
2019 / 04,Queens,4,05,405,4838.4,594.9,707.5
2019 / 04,Queens,4,06,406,2863.1,393.2,361.2
2019 / 04,Queens,4,07,407,6244.4,755.7,712.7
2019 / 04,Queens,4,08,408,3618.5,436.2,412.7
2019 / 04,Queens,4,09,409,3912.5,425.6,521.2
2019 / 04,Queens,4,10,410,3800.2,364.6,496.5
2019 / 04,Queens,4,11,411,2866.2,451.5,442.9
2019 / 04,Queens,4,12,412,6854.9,454.4,812.3
2019 / 04,Queens,4,13,413,5272.6,446.4,759.5
2019 / 04,Queens,4,14,414,2901.9,240.1,255.2
2019 / 04,Staten Island,5,01,501,5332,604.8,683.9
2019 / 04,Staten Island,5,02,502,4391.5,543.1,534.9
2019 / 04,Staten Island,5,03,503,6037.6,716.8,716.2
2019 / 03,Manhattan,1,01,101,1312.5,415.5,255.8
2019 / 03,Manhattan,1,02,102,1797.5,428.4,313.8
2019 / 03,Manhattan,1,03,103,2862,314.5,319.3
2019 / 03,Manhattan,1,04,104,2231.1,516.2,409.7
2019 / 03,Manhattan,1,05,105,1229.1,263.7,170.5
2019 / 03,Manhattan,1,06,106,2757.4,567,431.6
